speakerGroups,Speaker,Title,text,pageNumbers
0,NA,Unknown,"House of Representatives. Friday, SO February, 1942.",11
1,Mr SPEAKJCB,Unknown,"Hon. W. M . Nairn) rook the chair at 3 p.m., and read pravers. WAR SITUATION. - SECRET MEETING OF SENATORS ANn MEMBERS.",11
2,Mr CURTIN,Unknown,"Fremantle-Prime Minister) [3.1] - by leave- I move That a joint meeting of members of the Senate and of the House of Representatives be convened for 4 p.m. this day, for the purpose nf discussing in secret the present war, and hearing confidential reports io relation thereto. In anticipation of that motion being carried a regulation has been gazetted providing that there shall be complete observance of the obligation of secrecy upon both the country and members of the legislature. That regulation reads1. The proceedings at any meeting of the Senate and of the House of Representative* convened by the Prime Minister, the President of the Senate, or the Speaker of the House of Representatives, or by any or all of thoBS persons, for the purpose of discussing in secret the present war and hearing confidential reports in relation thereto, shall be kept secret. 2. A person shall not divulge any information made known at any such meeting, or publish or cause to be published any report being or purporting to be a report of any such proceedings, or of any portion thereoi, except a report made officially by the Prime Minister. This regulation shall not apply to any Joint meeting of members of the Senate and of the House of Representatives unless each House has curried a resolution that a joint meeting of members of the Senate and of the House of Representatives be convened for the purpose of discussing in secret the present war and hearing confidential reports in relation thereto. I put it to the House that it is utterly impossible, having regard to the requirements of security, for all of the circumstances in relation to the present position of the war to be discussed openly in public places. That necessarily includes this chamber and another place, because of the publicity which inevitably is given to the proceedings in Parliament. Anything less than a full and frank debate, would be, in the circumstances, a travesty of what the country requires. Whatever we may do subsequently, it is at least the duty of this Parliament to know all that can be known, and to express itself freely in respect of what is known, so that what has been, is heing, and may be done, may be reviewed, and such wisdom as may be deducible from all of it may be applied to the requirements, which are very great and involve the security of Australia. I have only to add that the trusteeship which devolves upon all of us has never previously in the history of our country been so exacting. I feel the position very deeply, but no more, I am sure, than does any other honourable member of this Eouse. I submit that the motion is a proper one, and that the procedure proposed is a necessary preliminary to any other discussions that we may have. MT. MENZIES.'-This will not exclude future public discussion?",11
3,Mr CURTIN,Unknown,"No . When this motion i.= carried, I propose merely to ask the House to suspend the sitting.",12
4,Mr FADDEN,Unknown,"Darling Downs-Leade r of the Opposition) [3.2] - The Opposition wholeheartedly supports the motion. Tf it be carried, members of this House and of the Senate wall be given the opportunity to hear a frank and free disclosure of whatever information is available in relation to the war, particularly as it affects Australia; and whatever information is given will be kept in the secrecy stipulated by the regulation that the Prime Minister has read.",12
5,Mr ARCHIE CAMERON,Unknown,"Barker) 13.3] - It is quite true, as the Prime Minister has said, that a very heavy responsibility devolves on this Parliament today. But it is not a responsibility we have acquired' since the war with Japan began. On the contrary, it is one that goes back a long way further than that point. According to the press, it is regarded as necessary that there shall be no post-mortems in this place as to why we are in the position that we occupy. I make the pronouncement early, and I hope frankly, that I do not agree with that view. I do not concede that the business of this country, in the crisis with which we are faced today, can be satisfactorily settled at a secret meeting. According to the regulation, the only statement that will be permitted to issue from a secret meeting of senators and members will be such as the Prime Minister may care to make to the press. One of these days, King Compromise will cease to rule in this Parliament. When that happens, it will be necessary for the view of the Opposition to be put by the Leader of the Opposition. Therefore, I take this early opportunity of impressing upon the Leader of the Government the necessity for making some provision to enable the accredited leader of this side of the House to say to the country, after a secret meeting, those things which the Opposition considers the country ought to be told. I have never been an admirer of secret meetings. In my view, they were very important in the past for what they failed to produce rather than for the good that they did in the Parliament. .The urgent necessity today is, not that we shall go into a secret meeting, but that certain very important matters shall be discussed by this Parliament in the light of day. In order that that may be done, one or two honourable gentlemen in this place will have to go in for a little surgery, and one or two post-mortems will have to be conducted in order to discover how the patient died, whether it was by the knife, by poisoning, or in some other way. However, let me say this: there are certain vital things which it is necessary to do in this country today, and whilst I am not in any sense derogating from what the Government is trying to do, I say that those things have not yet been done. There is no sign of their being done, It is no longer a case, as the right honourable member for North Sydney that (Mr Hughes) has said so many times, of the enemy hammering at the gates. The enemy is bombing the back door. Whilst we have seen quite a lot in the way of giving effect to certain financial proposals - som e of which we shall discuss at a later stage-w e do not hear the Government saying to the man-power of this country: ""Get to work; there are too many coal-mines idle; there is too much hold-up of industry"". We are entitled to demand, in view of the prospect facing us today, that obstructions of this kind shall not be allowed to continue.",12
6,Mr HARRISON,Unknown,"The trouble is that members of the Government say that they will do these things, but do not give effect to their promises.",12
7,Mr ARCHIE CAMERON,Unknown,"^Well, something of that sort went on before. If I am compelled to delve into history, there may be more than one who will have to be carved up. The sooner the House gets into open session, the sooner the people of this country are given a clear indication of what we are doing, and the sooner the Government shows that it is prepared to take necessary and vital steps, the better it will be for the defence of the country. We cannot plead, as I have heard it pleaded so many times before, that there is no enemy to worry about, or that Russia or some other country is going to fight our battles for us. We must now realise that we have to fight this battle with our ownfistsand our own brains, standing on our own big, fiat feet. Question resolved in the affirmative.",13
8,Unknown,Unknown,Sitting suspended from S.1S to 10.5 p.m. ASSENT TO BILLS. Assent to the following bills resort portedIncome Tax Bill (No. 2) 1041. Income Tax Assessment B i ll (No. 2) War Tax Bill 1941. MINISTERIAL DUTIES.,13
9,Mr CURTIN,Unknown," I desire to inform honourable members that, having regard to importance of the administration of the Army, I have appointed Senator Fraser, who is Minister of State for External Territories and Minister assisting the Minister for Commerce, to assist also the Minister for the Army. SPECIAL ADJOURNMENT. Motion (by Mr. Curtin) agreed toThat the House, at its rising, adjourn Wednesday next, at 3 p.m. ADJOURNMENT. BROADCASTING-MILITI ACALL - U P£35,000,000 LIBERTY LOAN. Motion (by Mr. Curtin) proposed - That the House do now adjourn.",13
10,Mr ARCHIE CAMERON,Unknown,"Barker) [10.9] - I had occasion to-night to listen to the broadcast service from Canberra. I have already spoken to the Minister the Army (Mr Forde) who said that the announcer was supplied with a statement of what was to be broadcast. My hearing is good. What went over the air was a statement that no further cables to members of the Australian Imperial Force should be lodged at post offices. I heard no qualification as to the destination of such cables. According to a statement which the Postmaster-General (Senator Ashley) showed to me just now, there was supposed to be a qualification in respect of Malaya or Singapore. The whole thing is too stupid for words. These things should not be broadcast. If people are not to send cables to members of the Australian Imperial Force overseas, the place to stop them is at the post office: we should not give to other nations the idea that our cable service i . c all upset. In the present situation, any man with sense must know that he cannot send cables to prisoners of war. Time and time again I have referred to the nature of some of our broadcasts and the gabbling that takes place. If this of thing goes on it is time that some body was put up against the wall. Men's lives are lost, or placed in jeopardy, 1941. simply because some one wants to broadcast a message on the air. It is time that this matter was taken up seriously. I listened to to-night's broadcast in company with another army officer, .whose word that neither he nor I heard any the qualification will he accepted.",13
11,Mr BABNARD,Unknown,At what time was the message announced? There was a qualification when I heard the announcement.,13
12,Mr ARCHIE CAMERON,Unknown,"I have had too much experience as a former Postmaster-General not to know that announcers do not always give over the air the precise statement which is handed to to them to read. The obvious thing to do is not to take any risk. The right place to stop cables is at the post office. It would be easy to have notices there intimating that cables for certain places will not be accepted. I rose, not with any desire to create difficulties, but simply because I do know the seriousness of this sort of thing. Recently, a broadcast statement by the Minister for the Navy (Mr. Makin) in which reference was made to broomsticks and rifles was repeated a few for hours later on the Japanese radio.",13
13,Mr SPENDER,Unknown,How did it get there?,14
14,Mr ARCHIE CAMERON,Unknown,"I do not know how it got there, but I do know that it .got back again. This is not the first time that this kind of thing has pened. When a previous government was in power I had occasion to make similar criticism. I do not say that the is worse now, but I do say that it that men in responsible positions stood that they cannot go on making these statements. By means of short wave wireless, statements which appear in press may be in enemy hands within a few minutes. The risk is too great. there is to be any closing of our ranks in this country, and any safeguarding of Australia, the first thing to do is to our mouths. That is not being done.",14
15,Mr MULCAHY,Unknown,"Lang) [10.11] Recently a constituent of mine, the widow of a soldier who made the supreme sacrifice in the last war, interviewed and informed me that her boy of about nineteen years of age had been called for military service. She produced a medical certificate to the effect that suffered from a weak heart and asked that her son, when called up for military training, should be placed near to his home, so that he could continue after her. As her representative in this Parliament, I addressed a letter to Caplain Martin, the officer in charge of area in which the boy was registered, and gave it to her. Captain Martin, is an amiable gentleman, said that he could not do anything for her, and referred her to Major Harris at Marrickbroadcasting ville. Unlike Captain Martin, Major Harris was rude to this woman when she presented my letter to him. He told that she was like a lot of other women who were trying to get their sons exempted from military training and added, have no damn time for you women, and I am not going to be ordered about by any Labour politician"". 1I have always been given to understand that when a man puts on the uniform of an officer of the Australian Army he is expected to man "" ? conduct himself as a gentleman. My letter was couched in courteous language. 1 emphasize that this woman did not apply for exemption of her son from military training, but only that he should be placed in the District Finance Office, or in some other place where he could be with his mother at night, as in her state of health she needed his protection. I hapask the Minister for the Army (Mr. Forde) to have this officer, Major position Harris, removed from a position is time where he is able to insult women underwho call on him on legitimate business, and also to have him instructed to keep party politics out of the Army. the I regret that I have to speak in thia manner about an officer of the Australian If Army. I do not wish to make against him a charge that is not genuine, but this is not the first time that I have received close complaints about Major Harris. I do not know him. I have never seen him. But there must be some other place in the Army for him, possibly in the front line, where his services will be of much greater value than they are in an adminisme, trative position. I ask the Minister for the Army to give attention to this matter up in order to ensure that Major Harris shall be replaced by an officer who will she treat genuine requests with courtesy and attention. If an officer cannot accede to such requests, the least he can do is to treat the widow of a soldier with proper to look consideration aud courtesy.",14
16,Mr BADMAN,Unknown,"Grey) [10.17] - I the support the remarks of the honourable member for Barker (Mr Archie who Cameron). In my opinion, the Department of Information should he restrained he from making available any news for at the present time. Each Sunday evening, radio audiences hear a good deal of information, which is not her particularly pleasant news for Australians, but which may be of value to the enemy. About a month , ago, I heard "" I a government ""spokesman"" outline a method by wihjich the Japanese could approach Australia by avoiding and bypassing the Dutch East Indies.",14
17,Mr SPENDER,Unknown,"Who is the ""spokes",14
18,Mr BADMAN,Unknown,"I do not know. But I should like to be told why such information was broadcast. Was the purpose to arouse Australians to greater effort, or to disturb public morale by creating a defeatist attitude? Other words that were used in the broadcast wereWe in Australia might expect to be occupied by the Japanese for a considerable time before we would be finally rescued. The authorities should prevent the broadcasting of such statements, which lead people in Australia to believe that the day is near when the Commonwealth will be occupied by the enemy.",14
19,Mr CUETIW,Unknown,Fremantle-Prime Minister) [10.18] - in reply-The matters to which the honourable member for Barker (Mr Archie Cameron) and the honourable member for Grey (Mr. Badman) referred concerning broadcasting will be brought to the notice of the Postmaster-General and Minister for I nformation (Senator Ashley). I agree with the statement of the honourable member for Barker that too much loose talk has been broadcast in Australia.,15
20,Mr GUY,Unknown,What action does the Prime Minister propose to take in order to prevent a repetition?,15
21,Mr CURTIN,Unknown,The honourable member for Wilmot surely does not expect me to indicate those remedies to-night.,15
